"","Country","Export","Year","import","Net","Region","shape"
"77590","San Marino",0,1989,0,0,"Europe & Central Asia","Other"
"77606","Somalia",0,1989,0,0,"Sub-Saharan Africa","Other"
"77613","Serbia",0,1989,0,0,"Europe & Central Asia","Other"
"77626","South Sudan",0,1989,0,0,"Sub-Saharan Africa","Other"
"77627","Sao Tome and Principe",0,1989,0,0,"Sub-Saharan Africa","Other"
"77644","Suriname",0,1989,0,0,"Latin America & Caribbean","Other"
"77661","Slovenia",0,1989,0,0,"Europe & Central Asia","Other"
"77678","Sweden",65440527416,1989,63768943213,1671584203,"Europe & Central Asia","Other"
"77695","Seychelles",34277207.2,1989,164754300.5,-130477093.3,"Sub-Saharan Africa","Other"
"77706","Chad",197582396.4,1989,450301764,-252719367.6,"Sub-Saharan Africa","Other"
"77723","Togo",536694494.5,1989,660797857,-124103362.5,"Sub-Saharan Africa","Other"
"77740","Thailand",25231110419,1989,27083534355,-1852423936,"East Asia & Pacific","Other"
"77757","Tajikistan",0,1989,0,0,"Europe & Central Asia","Other"
"77774","Turkmenistan",0,1989,0,0,"Europe & Central Asia","Other"
"77791","Timor-Leste",0,1989,0,0,"East Asia & Pacific","Other"
"77803","Tonga",26696066.75,1989,66790623.76,-40094557.01,"East Asia & Pacific","Other"
"77820","Tunisia",4479827241,1989,4814810913,-334983672,"Middle East & North Africa","Other"
"77837","Turkey",17360346518,1989,19050893631,-1690547113,"Europe & Central Asia","Other"
"77854","Tanzania",0,1989,0,0,"Sub-Saharan Africa","Other"
"77871","Uganda",419712440.4,1989,954685725.7,-534973285.3,"Sub-Saharan Africa","Other"
"77888","Ukraine",26529048348,1989,26582969178,-53920830,"Europe & Central Asia","Other"
"77905","Uruguay",1982636217,1989,1493668481,488967736,"Latin America & Caribbean","Other"
"77922","Uzbekistan",0,1989,0,0,"Europe & Central Asia","Other"
"77939","Vietnam",1500912820,1989,2143191577,-642278757,"East Asia & Pacific","Other"
"77956","Vanuatu",54032160.77,1989,90880887.95,-36848727.18,"East Asia & Pacific","Other"
"77973","Samoa",0,1989,0,0,"East Asia & Pacific","Other"
"77990","South Africa",33343590253,1989,26713484540,6630105713,"Sub-Saharan Africa","Other"
"78007","Zambia",0,1989,0,0,"Sub-Saharan Africa","Other"
"78024","Zimbabwe",1934216900,1989,1799810800,134406100,"Sub-Saharan Africa","Other"
"78031","Afghanistan",0,1990,0,0,"South Asia","Other"
"78041","Angola",0,1990,0,0,"Sub-Saharan Africa","Other"
"78058","Albania",312500000,1990,487500000,-1.75e+08,"Europe & Central Asia","Other"
"78075","United Arab Emirates",0,1990,0,0,"Middle East & North Africa","Other"
"78092","Argentina",14643450361,1990,6546483926,8096966435,"Latin America & Caribbean","Other"
"78109","Armenia",789960888.4,1990,1045655213,-255694324.6,"Europe & Central Asia","Other"
"78126","Australia",47071950750,1990,53061177376,-5989226626,"East Asia & Pacific","Other"
"78143","Austria",59423125378,1990,59578835532,-155710154,"Europe & Central Asia","Other"
"78160","Azerbaijan",3885196372,1990,3474320239,410876133,"Europe & Central Asia","Other"
"78177","Burundi",89130244.37,1990,314442790,-225312545.63,"Sub-Saharan Africa","Other"
"78194","Belgium",1.25864e+11,1990,1.23029e+11,2.835e+09,"Europe & Central Asia","Other"
"78211","Benin",375946872.3,1990,520152807.1,-144205934.8,"Sub-Saharan Africa","Other"
"78228","Burkina Faso",340110196.1,1990,758453092.9,-418342896.8,"Sub-Saharan Africa","Other"
"78245","Bangladesh",1866930005,1990,4126170021,-2259240016,"South Asia","Other"
"78262","Bulgaria",6833181818,1990,7577727273,-744545455,"Europe & Central Asia","Other"
"78279","Bahrain",4887765691,1990,4001596011,886169680,"Middle East & North Africa","Other"
"78296","Bosnia and Herzegovina",0,1990,0,0,"Europe & Central Asia","Other"
"78313","Belarus",9.95e+09,1990,9.45e+09,5e+08,"Europe & Central Asia","Other"
"78330","Belize",201789164.7,1990,211293000,-9503835.30000001,"Latin America & Caribbean","Other"
"78347","Bolivia",1108688320,1990,1164632090,-55943770,"Latin America & Caribbean","Other"
"78364","Brazil",3.788e+10,1990,3.216e+10,5.72e+09,"Latin America & Caribbean","Target"
"78381","Barbados",867846666.3,1990,872719136.9,-4872470.60000002,"Latin America & Caribbean","Other"
"78398","Bhutan",80434037.69,1990,91892632.78,-11458595.09,"South Asia","Other"
"78415","Botswana",2086912120,1990,1887395861,199516259,"Sub-Saharan Africa","Other"
"78432","Central African Republic",245892968.9,1990,372791488.3,-126898519.4,"Sub-Saharan Africa","Other"
"78449","Canada",1.48911e+11,1990,1.47858e+11,1.053e+09,"North America","Other"
"78466","Switzerland",1.08671e+11,1990,1.07336e+11,1.335e+09,"Europe & Central Asia","Other"
"78483","Chile",10760217715,1990,9686180976,1074036739,"Latin America & Caribbean","Other"
"78500","China",49129758920,1990,38461758920,1.0668e+10,"East Asia & Pacific","Target"
"78517","Cameroon",2250713452,1990,1930731927,319981525,"Sub-Saharan Africa","Other"
"78534","Colombia",9024672480,1990,7614454665,1410217815,"Latin America & Caribbean","Other"
"78551","Comoros",37963362.56,1990,115656765.1,-77693402.54,"Sub-Saharan Africa","Other"
"78568","Costa Rica",1952841381,1990,2347212148,-394370767,"Latin America & Caribbean","Other"
"78585","Cuba",8662106516,1990,11708950532,-3046844016,"Latin America & Caribbean","Other"
"78602","Cyprus",2879463636,1990,3192962740,-313499104,"Europe & Central Asia","Other"
"78619","Czech Republic",13388817546,1990,12438352860,950464686,"Europe & Central Asia","Other"
"78636","Germany",4.04151e+11,1990,4.07985e+11,-3.834e+09,"Europe & Central Asia","Other"
"78653","Djibouti",0,1990,0,0,"Middle East & North Africa","Other"
"78670","Dominica",90718518.52,1990,133948148.1,-43229629.58,"Latin America & Caribbean","Other"
"78672","Denmark",50354038070,1990,42672817762,7681220308,"Europe & Central Asia","Other"
"78689","Dominican Republic",2165302159,1990,2729569106,-564266947,"Latin America & Caribbean","Other"
"78706","Algeria",14545657770,1990,15472204242,-926546472,"Middle East & North Africa","Other"
"78723","Ecuador",3469125960,1990,3326816743,142309217,"Latin America & Caribbean","Other"
"78740","Eritrea",0,1990,0,0,"Sub-Saharan Africa","Other"
"78757","Spain",84547320927,1990,1.06179e+11,-21631679073,"Europe & Central Asia","Other"
"78774","Estonia",0,1990,0,0,"Europe & Central Asia","Other"
"78791","Ethiopia",0,1990,0,0,"Sub-Saharan Africa","Other"
"78808","Finland",31323277873,1990,33514227958,-2190950085,"Europe & Central Asia","Other"
"78825","Fiji",833547167.3,1990,897899925.7,-64352758.4000001,"East Asia & Pacific","Other"
"78842","France",2.6622e+11,1990,2.76178e+11,-9.958e+09,"Europe & Central Asia","Other"
"78859","Gabon",2740347019,1990,1836814829,903532190,"Sub-Saharan Africa","Other"
"78876","Georgia",3101400747,1990,3514920847,-413520100,"Europe & Central Asia","Other"
"78892","Ghana",993968473.1,1990,1522368637,-528400163.9,"Sub-Saharan Africa","Other"
"78909","Guinea",828657264.8,1990,891764001.2,-63106736.4000001,"Sub-Saharan Africa","Other"
"78926","Guinea-Bissau",24240037.93,1990,90350137.8,-66110099.87,"Sub-Saharan Africa","Other"
"78943","Equatorial Guinea",0,1990,0,0,"Sub-Saharan Africa","Other"
"78960","Greece",14466921969,1990,24815115649,-10348193680,"Europe & Central Asia","Other"
"78977","Grenada",93092592.59,1990,138800000,-45707407.41,"Latin America & Caribbean","Other"
"78994","Guatemala",1608631682,1990,1900441393,-291809711,"Latin America & Caribbean","Other"
"79011","Guyana",248683534.2,1990,316708850.6,-68025316.4,"Latin America & Caribbean","Other"
"79028","Honduras",1561384393,1990,1934349591,-372965198,"Latin America & Caribbean","Other"
"79045","Croatia",0,1990,0,0,"Europe & Central Asia","Other"
"79062","Haiti",368773800,1990,1068364600,-699590800,"Latin America & Caribbean","Other"
"79079","Hungary",0,1990,0,0,"Europe & Central Asia","Other"
"79096","Indonesia",28982531190,1990,27157275253,1825255937,"East Asia & Pacific","Other"
"79113","India",22639774912,1990,27132072318,-4492297406,"South Asia","Target"
"79130","Ireland",26973257783,1990,24812174417,2161083366,"Europe & Central Asia","Other"
"79147","Iraq",13848182695,1990,13361852686,486330009,"Middle East & North Africa","Other"
"79163","Iceland",2144255327,1990,2060577406,83677921,"Europe & Central Asia","Other"
"79180","Israel",17523868713,1990,20434455213,-2910586500,"Middle East & North Africa","Other"
"79197","Italy",2.15644e+11,1990,2.13294e+11,2.35e+09,"Europe & Central Asia","Other"
"79214","Jamaica",2207168708,1990,2382307920,-175139212,"Latin America & Caribbean","Other"
"79231","Jordan",2489227060,1990,3728039777,-1238812717,"Middle East & North Africa","Other"
"79248","Japan",3.20166e+11,1990,2.95832e+11,2.4334e+10,"East Asia & Pacific","Other"
"79264","Kazakhstan",0,1990,0,0,"Europe & Central Asia","Other"
"79281","Kenya",2202462462,1990,2685575057,-483112595,"Sub-Saharan Africa","Other"
"79298","Cambodia",0,1990,0,0,"East Asia & Pacific","Other"
"79315","Kiribati",8053859.964,1990,46922488.49,-38868628.526,"East Asia & Pacific","Other"
"79320","Kuwait",8281249653,1990,10701388542,-2420138889,"Middle East & North Africa","Other"
"79337","Lebanon",510722596.7,1990,2836016496,-2325293899.3,"Middle East & North Africa","Other"
"79354","Liberia",0,1990,0,0,"Sub-Saharan Africa","Other"
"79371","Libya",11467161017,1990,8994703390,2472457627,"Middle East & North Africa","Other"
"79388","Sri Lanka",2424288567,1990,3057438842,-633150275,"South Asia","Other"
"79405","Lesotho",0,1990,0,0,"Sub-Saharan Africa","Other"
"79422","Lithuania",0,1990,0,0,"Europe & Central Asia","Other"
"79439","Luxembourg",12938305167,1990,11253881458,1684423709,"Europe & Central Asia","Other"
"79456","Latvia",0,1990,0,0,"Europe & Central Asia","Other"
"79473","Morocco",7412029591,1990,9074363976,-1662334385,"Middle East & North Africa","Other"
"79490","Moldova",0,1990,0,0,"Europe & Central Asia","Other"
"79507","Madagascar",511591862.1,1990,863652161.7,-352060299.6,"Sub-Saharan Africa","Other"
"79524","Maldives",183800000,1990,177720795.8,6079204.19999999,"South Asia","Other"
"79541","Mexico",48866100761,1990,51767986205,-2901885444,"Latin America & Caribbean","Other"
"79558","Marshall Islands",0,1990,0,0,"East Asia & Pacific","Other"
"79560","Mali",419815561.9,1990,829530662.8,-409715100.9,"Sub-Saharan Africa","Other"
"79577","Malta",1931606511,1990,2258063353,-326456842,"Middle East & North Africa","Other"
"79593","Myanmar",0,1990,0,0,"East Asia & Pacific","Other"
"79610","Montenegro",0,1990,0,0,"Europe & Central Asia","Other"
"79627","Mongolia",467975940,1990,1033205140,-565229200,"East Asia & Pacific","Other"
"79644","Mozambique",205339145.4,1990,906060596.3,-700721450.9,"Sub-Saharan Africa","Other"
"79661","Mauritania",465365228,1990,619220688.5,-153855460.5,"Sub-Saharan Africa","Other"
"79678","Mauritius",1723618259,1990,1914623070,-191004811,"Sub-Saharan Africa","Other"
"79695","Malawi",447286489.1,1990,628568287.6,-181281798.5,"Sub-Saharan Africa","Other"
"79712","Malaysia",32783097342,1990,31883248919,899848423,"East Asia & Pacific","Other"
"79729","Namibia",1215312990,1990,1400517914,-185204924,"Sub-Saharan Africa","Other"
"79746","Niger",367414810.9,1990,535875368.4,-168460557.5,"Sub-Saharan Africa","Other"
"79763","Nigeria",11333885339,1990,5376543934,5957341405,"Sub-Saharan Africa","Other"
"79780","Nicaragua",251842580.6,1990,467806451.6,-215963871,"Latin America & Caribbean","Other"
"79797","Netherlands",1.72173e+11,1990,1.56451e+11,1.5722e+10,"Europe & Central Asia","Other"
"79814","Norway",47221272585,1990,39734971325,7486301260,"Europe & Central Asia","Other"
"79831","Nepal",381884707.7,1990,785782436.1,-403897728.4,"South Asia","Other"
"79848","New Zealand",12175342138,1990,11758799976,416542162,"East Asia & Pacific","Other"
"79865","Oman",5518855657,1990,3224967490,2293888167,"Middle East & North Africa","Other"
"79882","Pakistan",6216942612,1990,9350911630,-3133969018,"South Asia","Other"
"79899","Panama",3699099600,1990,4137057400,-437957800,"Latin America & Caribbean","Other"
"79916","Peru",4145688961,1990,3637366658,508322303,"Latin America & Caribbean","Other"
"79933","Philippines",12192879620,1990,14748688838,-2555809218,"East Asia & Pacific","Other"
"79950","Palau",0,1990,0,0,"East Asia & Pacific","Other"
"79953","Papua New Guinea",1308008919,1990,1575953452,-267944533,"East Asia & Pacific","Other"
"79970","Poland",0,1990,0,0,"Europe & Central Asia","Other"
"79987","Portugal",22958862326,1990,28247582056,-5288719730,"Europe & Central Asia","Other"
"80004","Paraguay",3035291402,1990,2271653935,763637467,"Latin America & Caribbean","Other"
"80021","Qatar",0,1990,0,0,"Middle East & North Africa","Other"
"80038","Romania",6522727273,1990,10209090909,-3686363636,"Europe & Central Asia","Other"
"80055","Rwanda",143182955.2,1990,358799633.5,-215616678.3,"Sub-Saharan Africa","Other"
"80072","Saudi Arabia",47445927904,1990,36904405874,10541522030,"Middle East & North Africa","Other"
"80089","Sudan",4.99e+08,1990,876803278.7,-377803278.7,"Sub-Saharan Africa","Other"
"80106","Senegal",1838986071,1990,2329304860,-490318789,"Sub-Saharan Africa","Other"
"80123","Singapore",64045069989,1990,60411526432,3633543557,"East Asia & Pacific","Other"
"80140","Solomon Islands",90912685.86,1990,195705473,-104792787.14,"East Asia & Pacific","Other"
"80157","Sierra Leone",225361107.7,1990,220884259.4,4476848.29999998,"Sub-Saharan Africa","Other"
"80174","El Salvador",891100175.4,1990,1499153633,-608053457.6,"Latin America & Caribbean","Other"
"80191","San Marino",0,1990,0,0,"Europe & Central Asia","Other"
"80207","Somalia",0,1990,0,0,"Sub-Saharan Africa","Other"
"80214","Serbia",0,1990,0,0,"Europe & Central Asia","Other"
"80227","South Sudan",0,1990,0,0,"Sub-Saharan Africa","Other"
"80228","Sao Tome and Principe",0,1990,0,0,"Sub-Saharan Africa","Other"
"80245","Suriname",0,1990,0,0,"Latin America & Caribbean","Other"
"80262","Slovenia",14747180085,1990,12933086864,1814093221,"Europe & Central Asia","Other"
"80279","Sweden",74209023366,1990,72569270798,1639752568,"Europe & Central Asia","Other"
"80296","Seychelles",56494406.87,1990,186209035.2,-129714628.33,"Sub-Saharan Africa","Other"
"80307","Chad",234367649.9,1990,485189440,-250821790.1,"Sub-Saharan Africa","Other"
"80324","Togo",545098033.2,1990,738251853.7,-193153820.5,"Sub-Saharan Africa","Other"
"80341","Thailand",29129233355,1990,35545758340,-6416524985,"East Asia & Pacific","Other"
"80358","Tajikistan",0,1990,0,0,"Europe & Central Asia","Other"
"80375","Turkmenistan",0,1990,0,0,"Europe & Central Asia","Other"
"80392","Timor-Leste",0,1990,0,0,"East Asia & Pacific","Other"
"80404","Tonga",38464269.18,1990,73924988.42,-35460719.24,"East Asia & Pacific","Other"
"80421","Tunisia",5353409091,1990,6219545455,-866136364,"Middle East & North Africa","Other"
"80438","Turkey",20138041278,1990,26485716695,-6347675417,"Europe & Central Asia","Other"
"80455","Tanzania",537502326.3,1990,1595096585,-1057594258.7,"Sub-Saharan Africa","Other"
"80472","Uganda",311669506.5,1990,833711393.3,-522041886.8,"Sub-Saharan Africa","Other"
"80489","Ukraine",22517259875,1990,23394555715,-877295840,"Europe & Central Asia","Other"
"80506","Uruguay",2188214420,1990,1682750453,505463967,"Latin America & Caribbean","Other"
"80523","Uzbekistan",0,1990,0,0,"Europe & Central Asia","Other"
"80540","Vietnam",2332325665,1990,2930215540,-597889875,"East Asia & Pacific","Other"
"80557","Vanuatu",74577139.93,1990,115539039.8,-40961899.87,"East Asia & Pacific","Other"
"80574","Samoa",0,1990,0,0,"East Asia & Pacific","Other"
"80591","South Africa",27149151625,1990,21016503691,6132647934,"Sub-Saharan Africa","Other"
"80608","Zambia",0,1990,0,0,"Sub-Saharan Africa","Other"
"80625","Zimbabwe",2008581800,1990,2002043200,6538600,"Sub-Saharan Africa","Other"
"80632","Afghanistan",0,1991,0,0,"South Asia","Other"
"80642","Angola",0,1991,0,0,"Sub-Saharan Africa","Other"
"80659","Albania",82300000,1991,314316659.7,-232016659.7,"Europe & Central Asia","Other"
"80676","United Arab Emirates",0,1991,0,0,"Middle East & North Africa","Other"
"80693","Argentina",14561091033,1991,11531201154,3029889879,"Latin America & Caribbean","Other"
"80710","Armenia",842829165.1,1991,1243607801,-400778635.9,"Europe & Central Asia","Other"
"80727","Australia",52249430971,1991,52681108233,-431677262,"East Asia & Pacific","Other"
"80744","Austria",60116254331,1991,61623796700,-1507542369,"Europe & Central Asia","Other"
"80761","Azerbaijan",4014478402,1991,3622902230,391576172,"Europe & Central Asia","Other"
"80778","Burundi",115775316.4,1991,332769070,-216993753.6,"Sub-Saharan Africa","Other"
"80795","Belgium",1.2614e+11,1991,1.22985e+11,3.155e+09,"Europe & Central Asia","Other"
"80812","Benin",417201334.7,1991,602729559.6,-185528224.9,"Sub-Saharan Africa","Other"
"80829","Burkina Faso",327535416.5,1991,731992034.9,-404456618.4,"Sub-Saharan Africa","Other"
"80846","Bangladesh",2062577031,1991,3785238095,-1722661064,"South Asia","Other"
"80863","Bulgaria",4758064516,1991,4290322581,467741935,"Europe & Central Asia","Other"
"80880","Bahrain",3923935904,1991,4414893617,-490957713,"Middle East & North Africa","Other"
"80897","Bosnia and Herzegovina",0,1991,0,0,"Europe & Central Asia","Other"
"80914","Belarus",6e+09,1991,6e+09,0,"Europe & Central Asia","Other"
"80931","Belize",1.94e+08,1991,0,1.94e+08,"Latin America & Caribbean","Other"
"80948","Bolivia",1147700385,1991,1440847065,-293146680,"Latin America & Caribbean","Other"
"80965","Brazil",5.231e+10,1991,4.771e+10,4.6e+09,"Latin America & Caribbean","Target"
"80982","Barbados",819569432.7,1991,836821955.9,-17252523.1999999,"Latin America & Caribbean","Other"
"80999","Bhutan",80410290.24,1991,100325417.8,-19915127.56,"South Asia","Other"
"81016","Botswana",2090843886,1991,1834537000,256306886,"Sub-Saharan Africa","Other"
"81033","Central African Republic",242234415.4,1991,359806867.5,-117572452.1,"Sub-Saharan Africa","Other"
"81050","Canada",1.48537e+11,1991,1.51757e+11,-3.22e+09,"North America","Other"
"81067","Switzerland",1.05738e+11,1991,1.01179e+11,4.559e+09,"Europe & Central Asia","Other"
"81084","Chile",11842675066,1991,10137181116,1705493950,"Latin America & Caribbean","Other"
"81101","China",55542659170,1991,43941659170,1.1601e+10,"East Asia & Pacific","Target"
"81118","Cameroon",2486734793,1991,1820379197,666355596,"Sub-Saharan Africa","Other"
"81135","Colombia",9389847563,1991,7098679409,2291168154,"Latin America & Caribbean","Other"
"81152","Comoros",37475474.51,1991,114174002.9,-76698528.39,"Sub-Saharan Africa","Other"
"81169","Costa Rica",2403995651,1991,2737000653,-333005002,"Latin America & Caribbean","Other"
"81186","Cuba",5332907602,1991,7067591647,-1734684045,"Latin America & Caribbean","Other"
"81203","Cyprus",2716934975,1991,3294451136,-577516161,"Europe & Central Asia","Other"
"81220","Czech Republic",11457166849,1991,9795911521,1661255328,"Europe & Central Asia","Other"
"81237","Germany",4.4182e+11,1991,4.51406e+11,-9.586e+09,"Europe & Central Asia","Other"
"81254","Djibouti",0,1991,0,0,"Middle East & North Africa","Other"
"81271","Dominica",92314814.81,1991,126318518.5,-34003703.69,"Latin America & Caribbean","Other"
"81273","Denmark",52463378410,1991,43805674979,8657703431,"Europe & Central Asia","Other"
"81290","Dominican Republic",1868628352,1991,2230240459,-361612107,"Latin America & Caribbean","Other"
"81307","Algeria",13311319293,1991,10788718990,2522600303,"Middle East & North Africa","Other"
"81324","Ecuador",4021964982,1991,3656282141,365682841,"Latin America & Caribbean","Other"
"81341","Eritrea",0,1991,0,0,"Sub-Saharan Africa","Other"
"81358","Spain",91153749079,1991,1.13249e+11,-22095250921,"Europe & Central Asia","Other"
"81375","Estonia",0,1991,0,0,"Europe & Central Asia","Other"
"81392","Ethiopia",0,1991,0,0,"Sub-Saharan Africa","Other"
"81409","Finland",27176885752,1991,28389942655,-1213056903,"Europe & Central Asia","Other"
"81426","Fiji",793101111.4,1991,837286527.5,-44185416.1,"East Asia & Pacific","Other"
"81443","France",2.70799e+11,1991,2.74783e+11,-3.984e+09,"Europe & Central Asia","Other"
"81460","Gabon",2553606875,1991,1797631393,755975482,"Sub-Saharan Africa","Other"
"81477","Georgia",1754966887,1991,1986754967,-231788080,"Europe & Central Asia","Other"
"81493","Ghana",1119008152,1991,1683755435,-564747283,"Sub-Saharan Africa","Other"
"81510","Guinea",914442808.1,1991,922121889.5,-7679081.39999998,"Sub-Saharan Africa","Other"
"81527","Guinea-Bissau",25670003.18,1991,97180013.61,-71510010.43,"Sub-Saharan Africa","Other"
"81544","Equatorial Guinea",0,1991,0,0,"Sub-Saharan Africa","Other"
"81561","Greece",14929959806,1991,25647744251,-10717784445,"Europe & Central Asia","Other"
"81578","Grenada",97548148.15,1991,149118518.5,-51570370.35,"Latin America & Caribbean","Other"
"81595","Guatemala",1688639663,1991,2028674263,-340034600,"Latin America & Caribbean","Other"
"81612","Guyana",356599994.6,1991,419266355.1,-62666360.5,"Latin America & Caribbean","Other"
"81629","Honduras",1573527387,1991,1896551791,-323024404,"Latin America & Caribbean","Other"
"81646","Croatia",0,1991,0,0,"Europe & Central Asia","Other"
"81663","Haiti",358172245.5,1991,1024557089,-666384843.5,"Latin America & Caribbean","Other"
"81680","Hungary",9986200173,1991,10262119027,-275918854,"Europe & Central Asia","Other"
"81697","Indonesia",33063806609,1991,30891188671,2172617938,"East Asia & Pacific","Other"
"81714","India",22943398073,1991,22941358805,2039268,"South Asia","Target"
"81731","Ireland",27672818101,1991,25321115097,2351703004,"Europe & Central Asia","Other"
"81748","Iraq",0,1991,0,0,"Middle East & North Africa","Other"
"81764","Iceland",2130871975,1991,2214570049,-83698074,"Europe & Central Asia","Other"
"81781","Israel",17213982186,1991,22533431574,-5319449388,"Middle East & North Africa","Other"
"81798","Italy",2.12266e+11,1991,2.09833e+11,2.433e+09,"Europe & Central Asia","Other"
"81815","Jamaica",2044050810,1991,2092258584,-48207774,"Latin America & Caribbean","Other"
"81832","Jordan",2493170803,1991,3469819357,-976648554,"Middle East & North Africa","Other"
"81849","Japan",3.50774e+11,1991,2.97072e+11,5.3702e+10,"East Asia & Pacific","Other"
"81865","Kazakhstan",0,1991,0,0,"Europe & Central Asia","Other"
"81882","Kenya",2204292981,1991,2327741798,-123448817,"Sub-Saharan Africa","Other"
"81899","Cambodia",0,1991,0,0,"East Asia & Pacific","Other"
"81916","Kiribati",10416342.11,1991,44998597.91,-34582255.8,"East Asia & Pacific","Other"
"81921","Kuwait",1860710517,1991,13839254661,-11978544144,"Middle East & North Africa","Other"
"81938","Lebanon",587654401,1991,3748853489,-3161199088,"Middle East & North Africa","Other"
"81955","Liberia",0,1991,0,0,"Sub-Saharan Africa","Other"
"81972","Libya",10824367652,1991,9843249020,981118632,"Middle East & North Africa","Other"
"81989","Sri Lanka",2586802030,1991,3497075175,-910273145,"South Asia","Other"
"82006","Lesotho",0,1991,0,0,"Sub-Saharan Africa","Other"
"82023","Lithuania",0,1991,0,0,"Europe & Central Asia","Other"
"82040","Luxembourg",13991836267,1991,12316127112,1675709155,"Europe & Central Asia","Other"
"82057","Latvia",0,1991,0,0,"Europe & Central Asia","Other"
"82074","Morocco",7205700802,1991,8865737969,-1660037167,"Middle East & North Africa","Other"
"82091","Moldova",0,1991,0,0,"Europe & Central Asia","Other"
"82108","Madagascar",480474065.3,1991,708089366.9,-227615301.6,"Sub-Saharan Africa","Other"
"82125","Maldives",188069668.3,1991,202570224.4,-14500556.1,"South Asia","Other"
"82142","Mexico",51459972502,1991,60602974424,-9143001922,"Latin America & Caribbean","Other"
"82159","Marshall Islands",0,1991,0,0,"East Asia & Pacific","Other"
"82161","Mali",441616280.9,1991,851446738.8,-409830457.9,"Sub-Saharan Africa","Other"
"82178","Malta",2127761089,1991,2416347145,-288586056,"Middle East & North Africa","Other"
"82194","Myanmar",0,1991,0,0,"East Asia & Pacific","Other"
"82211","Montenegro",0,1991,0,0,"Europe & Central Asia","Other"
"82228","Mongolia",1286298568,1991,1963530568,-677232000,"East Asia & Pacific","Other"
"82245","Mozambique",299409550.4,1991,1441087348,-1141677797.6,"Sub-Saharan Africa","Other"
"82262","Mauritania",501583344.1,1991,591063842.2,-89480498.1,"Sub-Saharan Africa","Other"
"82279","Mauritius",1779993994,1991,1886943133,-106949139,"Sub-Saharan Africa","Other"
"82296","Malawi",512800021.4,1991,645800021.4,-1.33e+08,"Sub-Saharan Africa","Other"
"82313","Malaysia",38245926680,1991,40044733779,-1798807099,"East Asia & Pacific","Other"
"82330","Namibia",1318542969,1991,1494475428,-175932459,"Sub-Saharan Africa","Other"
"82347","Niger",327132330.3,1991,436012133,-108879802.7,"Sub-Saharan Africa","Other"
"82364","Nigeria",11909681272,1991,6274750925,5634930347,"Sub-Saharan Africa","Other"
"82381","Nicaragua",324886597.9,1991,781711340.2,-456824742.3,"Latin America & Caribbean","Other"
"82398","Netherlands",1.79393e+11,1991,1.62196e+11,1.7197e+10,"Europe & Central Asia","Other"
"82415","Norway",47777692082,1991,38356908174,9420783908,"Europe & Central Asia","Other"
"82432","Nepal",450607063.7,1991,909166930.6,-458559866.9,"South Asia","Other"
"82449","New Zealand",12465113662,1991,10889038938,1576074724,"East Asia & Pacific","Other"
"82466","Oman",4884265280,1991,3940182055,944083225,"Middle East & North Africa","Other"
"82483","Pakistan",7725443914,1991,8434856857,-709412943,"South Asia","Other"
"82500","Panama",4552713300,1991,5369275600,-816562300,"Latin America & Caribbean","Other"
"82517","Peru",4190478468,1991,4964700219,-774221751,"Latin America & Caribbean","Other"
"82534","Philippines",13442351503,1991,14800535690,-1358184187,"East Asia & Pacific","Other"
"82551","Palau",0,1991,0,0,"East Asia & Pacific","Other"
"82554","Papua New Guinea",1600735294,1991,1975315126,-374579832,"East Asia & Pacific","Other"
"82571","Poland",0,1991,0,0,"Europe & Central Asia","Other"
"82588","Portugal",23687977106,1991,30177947690,-6489970584,"Europe & Central Asia","Other"
"82605","Paraguay",3550997047,1991,2674820829,876176218,"Latin America & Caribbean","Other"
"82622","Qatar",0,1991,0,0,"Middle East & North Africa","Other"
"82639","Romania",5103947368,1991,6244736842,-1140789474,"Europe & Central Asia","Other"
"82656","Rwanda",139864281.5,1991,345146615.4,-205282333.9,"Sub-Saharan Africa","Other"
"82673","Saudi Arabia",50652603471,1991,48117222964,2535380507,"Middle East & North Africa","Other"
"82690","Sudan",379500000,1991,1335500000,-9.56e+08,"Sub-Saharan Africa","Other"
"82707","Senegal",1642175709,1991,2198632473,-556456764,"Sub-Saharan Africa","Other"
"82724","Singapore",76631490593,1991,70627959479,6003531114,"East Asia & Pacific","Other"
"82741","Solomon Islands",107448062.5,1991,244769412.1,-137321349.6,"East Asia & Pacific","Other"
"82758","Sierra Leone",243739338.7,1991,226153078.3,17586260.4,"Sub-Saharan Africa","Other"
"82775","El Salvador",904756600,1991,1603417100,-698660500,"Latin America & Caribbean","Other"
"82792","San Marino",0,1991,0,0,"Europe & Central Asia","Other"
"82808","Somalia",0,1991,0,0,"Sub-Saharan Africa","Other"
"82815","Serbia",0,1991,0,0,"Europe & Central Asia","Other"
"82828","South Sudan",0,1991,0,0,"Sub-Saharan Africa","Other"
"82829","Sao Tome and Principe",0,1991,0,0,"Sub-Saharan Africa","Other"
"82846","Suriname",0,1991,0,0,"Latin America & Caribbean","Other"
"82863","Slovenia",9892822609,1991,8912379130,980443479,"Europe & Central Asia","Other"
"82880","Sweden",72631878165,1991,68084993799,4546884366,"Europe & Central Asia","Other"
"82897","Seychelles",48828767.51,1991,172125801.1,-123297033.59,"Sub-Saharan Africa","Other"
"82908","Chad",224348650.8,1991,457982417.3,-233633766.5,"Sub-Saharan Africa","Other"
