"","Country","Region","Year","GDP per Capita","HDI"
"437","Singapore","East Asia & Pacific",1992,16144.00819,0.74
"438","Slovenia","Europe & Central Asia",1992,NA,0.766
"439","SolomonIslands","East Asia & Pacific",1992,1147.975764,NA
"440","SouthAfrica","Sub-Saharan Africa",1992,3418.304428,0.635
"441","Spain","Europe & Central Asia",1992,16068.42672,0.772
"442","SriLanka","South Asia",1992,546.9370483,0.635
"443","Sudan","Sub-Saharan Africa",1992,257.651551,0.345
"444","Suriname","Latin America & Caribbean",1992,957.0373945,NA
"445","Sweden","Europe & Central Asia",1992,32338.50395,0.821
"446","Switzerland","Europe & Central Asia",1992,39534.542,0.836
"447","SyrianArabRepublic","Middle East & North Africa",1992,1005.041364,0.568
"448","Tajikistan","Europe & Central Asia",1992,346.9480225,0.597
"449","Thailand","East Asia & Pacific",1992,1926.987525,0.589
"450","Togo","Sub-Saharan Africa",1992,426.0809921,0.399
"451","Tonga","East Asia & Pacific",1992,1435.309233,0.656
"452","TrinidadandTobago","Latin America & Caribbean",1992,4395.644513,0.673
"453","Tunisia","Middle East & North Africa",1992,1801.334534,0.583
"454","Turkey","Europe & Central Asia",1992,2842.373598,0.589
"455","Turkmenistan","Europe & Central Asia",1992,820.6842727,NA
"456","Uganda","Sub-Saharan Africa",1992,153.1911684,0.305
"457","Ukraine","Europe & Central Asia",1992,1417.868805,0.692
"458","UnitedArabEmirates","Middle East & North Africa",1992,25993.55801,0.742
"459","UnitedKingdom","Europe & Central Asia",1992,20487.17079,0.801
"460","UnitedStates","North America",1992,25492.95165,0.867
"461","Uruguay","Latin America & Caribbean",1992,4082.025919,0.7
"462","Uzbekistan","Europe & Central Asia",1992,603.3520153,NA
"463","Vanuatu","East Asia & Pacific",1992,1263.455261,NA
"464","Zambia","Sub-Saharan Africa",1992,376.4574375,0.403
"465","Zimbabwe","Sub-Saharan Africa",1992,631.990604,0.481
"466","Albania","Europe & Central Asia",1993,367.2792251,0.613
"467","Algeria","Middle East & North Africa",1993,1797.523561,0.591
"468","Angola","Sub-Saharan Africa",1993,430.3815953,NA
"469","AntiguaandBarbuda","Latin America & Caribbean",1993,7652.102825,NA
"470","Argentina","Latin America & Caribbean",1993,6940.350358,0.725
"471","Armenia","Europe & Central Asia",1993,357.2043399,0.588
"472","Australia","East Asia & Pacific",1993,17633.38138,0.872
"473","Austria","Europe & Central Asia",1993,24081.52781,0.807
"474","Azerbaijan","Europe & Central Asia",1993,529.8136618,NA
"475","Bahrain","Middle East & North Africa",1993,9698.134804,0.765
"476","Bangladesh","South Asia",1993,291.7144894,0.409
"477","Barbados","Latin America & Caribbean",1993,7777.554485,0.721
"478","Belarus","Europe & Central Asia",1993,1590.095882,NA
"479","Belgium","Europe & Central Asia",1993,22403.21682,0.839
"480","Belize","Latin America & Caribbean",1993,2833.061341,0.661
"481","Benin","Sub-Saharan Africa",1993,411.9260305,0.365
"482","Bhutan","South Asia",1993,449.688254,NA
"483","BosniaandHerzegovina","Europe & Central Asia",1993,NA,NA
"484","Botswana","Sub-Saharan Africa",1993,2783.237931,0.585
"485","Brazil","Latin America & Caribbean",1993,2786.171356,0.63
"486","BruneiDarussalam","East Asia & Pacific",1993,14572.10853,0.797
"487","Bulgaria","Europe & Central Asia",1993,1278.247173,0.69
"488","BurkinaFaso","Sub-Saharan Africa",1993,244.1270735,NA
"489","Burundi","Sub-Saharan Africa",1993,162.635225,0.299
"490","Cambodia","East Asia & Pacific",1993,254.1791425,0.377
"491","Cameroon","Sub-Saharan Africa",1993,1214.697379,0.426
"492","Canada","North America",1993,20017.42985,0.854
"493","CentralAfricanRepublic","Sub-Saharan Africa",1993,401.9779716,0.299
"494","Chad","Sub-Saharan Africa",1993,223.2061727,NA
"495","Chile","Latin America & Caribbean",1993,3551.030186,0.713
"496","China","East Asia & Pacific",1993,377.3898395,0.531
"497","Colombia","Latin America & Caribbean",1993,1835.792137,0.612
"498","Comoros","Sub-Saharan Africa",1993,1008.029494,NA
"499","CostaRica","Latin America & Caribbean",1993,2854.620265,0.677
"500","Croatia","Europe & Central Asia",1993,NA,0.666
"501","Cuba","Latin America & Caribbean",1993,2072.167419,0.656
"502","Cyprus","Europe & Central Asia",1993,10526.14177,0.777
"503","Denmark","Europe & Central Asia",1993,27597.97148,0.815
"504","Djibouti","Middle East & North Africa",1993,753.5201889,NA
"505","Dominica","Latin America & Caribbean",1993,3447.936983,NA
"506","DominicanRepublic","Latin America & Caribbean",1993,1718.597195,0.618
"507","Ecuador","Latin America & Caribbean",1993,1729.373393,0.654
"508","ElSalvador","Latin America & Caribbean",1993,1220.363391,0.557
"509","EquatorialGuinea","Sub-Saharan Africa",1993,289.088409,NA
"510","Eritrea","Sub-Saharan Africa",1993,150.9730942,NA
"511","Estonia","Europe & Central Asia",1993,NA,0.712
"512","Ethiopia","Sub-Saharan Africa",1993,164.9584363,NA
"513","Fiji","East Asia & Pacific",1993,2166.052726,0.659
"514","Finland","Europe & Central Asia",1993,17617.03044,0.799
"515","France","Europe & Central Asia",1993,22380.10396,0.804
"516","Gabon","Sub-Saharan Africa",1993,4244.913331,0.626
"517","Georgia","Europe & Central Asia",1993,550.0155426,NA
"518","Germany","Europe & Central Asia",1993,25488.51952,0.824
"519","Ghana","Sub-Saharan Africa",1993,375.3204353,0.468
"520","Greece","Europe & Central Asia",1993,10401.98299,0.762
"521","Grenada","Latin America & Caribbean",1993,3151.540463,NA
"522","Guatemala","Latin America & Caribbean",1993,1147.026435,0.495
"523","Guinea","Sub-Saharan Africa",1993,457.7628488,0.287
"524","Guinea-Bissau","Sub-Saharan Africa",1993,217.6075395,NA
"525","Guyana","Latin America & Caribbean",1993,602.668912,0.562
"526","Haiti","Latin America & Caribbean",1993,249.4120724,0.414
"527","Honduras","Latin America & Caribbean",1993,912.5591569,0.521
"528","Hungary","Europe & Central Asia",1993,3873.423532,0.719
"529","Iceland","Europe & Central Asia",1993,23230.4718,0.818
"530","India","South Asia",1993,302.2495179,0.445
"531","Indonesia","East Asia & Pacific",1993,827.782351,0.545
"532","Iraq","Middle East & North Africa",1993,NA,0.561
"533","Ireland","Europe & Central Asia",1993,14674.61496,0.781
"534","Israel","Middle East & North Africa",1993,14437.30115,0.812
"535","Italy","Europe & Central Asia",1993,18676.95258,0.786
"536","Jamaica","Latin America & Caribbean",1993,2171.784259,0.653
"537","Japan","East Asia & Pacific",1993,35765.91409,0.829
"538","Jordan","Middle East & North Africa",1993,1338.091387,0.659
"539","Kazakhstan","Europe & Central Asia",1993,1433.461534,0.675
"540","Kenya","Sub-Saharan Africa",1993,223.3348006,0.458
"541","Kiribati","East Asia & Pacific",1993,619.6545734,NA
"542","Kuwait","Middle East & North Africa",1993,NA,0.695
"543","Latvia","Europe & Central Asia",1993,NA,0.667
"544","Lebanon","Middle East & North Africa",1993,2737.72637,NA
"545","Lesotho","Sub-Saharan Africa",1993,491.4205341,0.495
"546","Liberia","Sub-Saharan Africa",1993,NA,NA
"547","Libya","Middle East & North Africa",1993,6446.933136,0.695
"548","Lithuania","Europe & Central Asia",1993,NA,0.701
"549","Luxembourg","Europe & Central Asia",1993,41479.0872,0.799
"550","Madagascar","Sub-Saharan Africa",1993,265.9345074,NA
"551","Malawi","Sub-Saharan Africa",1993,212.2455193,0.363
"552","Malaysia","East Asia & Pacific",1993,3431.370186,0.668
"553","Maldives","South Asia",1993,1329.406796,NA
"554","Mali","Sub-Saharan Africa",1993,309.515078,0.249
"555","Malta","Middle East & North Africa",1993,7296.310144,0.753
"556","Mauritania","Sub-Saharan Africa",1993,568.2107979,0.399
"557","Mauritius","Sub-Saharan Africa",1993,2973.797821,0.638
"558","Mexico","Latin America & Caribbean",1993,5526.860507,0.663
"559","Mongolia","East Asia & Pacific",1993,339.5199868,0.547
"560","Montenegro","Europe & Central Asia",1993,NA,NA
"561","Morocco","Middle East & North Africa",1993,1195.595322,0.474
"562","Mozambique","Sub-Saharan Africa",1993,163.6143937,0.214
"563","Myanmar","East Asia & Pacific",1993,NA,0.387
"564","Namibia","Sub-Saharan Africa",1993,2063.148062,0.589
"565","Nepal","South Asia",1993,180.109746,0.398
"566","Netherlands","Europe & Central Asia",1993,22827.30004,0.839
"567","NewZealand","East Asia & Pacific",1993,13076.54055,0.836
"568","Nicaragua","Latin America & Caribbean",1993,396.797132,0.509
"569","Niger","Sub-Saharan Africa",1993,181.6903803,0.22
"570","Nigeria","Sub-Saharan Africa",1993,270.0635969,NA
"571","Norway","Europe & Central Asia",1993,27963.66522,0.87
"572","Oman","Middle East & North Africa",1993,6029.169254,NA
"573","Pakistan","South Asia",1993,440.9293265,0.418
"574","Panama","Latin America & Caribbean",1993,3339.838168,0.68
"575","PapuaNewGuinea","East Asia & Pacific",1993,1069.526884,0.41
"576","Paraguay","Latin America & Caribbean",1993,1596.144879,0.596
"577","Peru","Latin America & Caribbean",1993,1516.466712,0.622
"578","Philippines","East Asia & Pacific",1993,815.7221676,0.591
"579","Poland","Europe & Central Asia",1993,2497.195241,0.725
"580","Portugal","Europe & Central Asia",1993,9535.594849,0.745
"581","Qatar","Middle East & North Africa",1993,14268.49837,0.764
"582","Romania","Europe & Central Asia",1993,1158.132516,0.678
"583","RussianFederation","Europe & Central Asia",1993,2929.462119,0.71
"584","Rwanda","Sub-Saharan Africa",1993,312.9451551,0.209
"585","Samoa","East Asia & Pacific",1993,796.1562446,0.63
"586","SaoTomeandPrincipe","Sub-Saharan Africa",1993,NA,0.462
"587","SaudiArabia","Middle East & North Africa",1993,7445.115492,0.714
"588","Senegal","Sub-Saharan Africa",1993,869.0859174,0.367
"589","Serbia","Europe & Central Asia",1993,NA,0.685
"590","Seychelles","Sub-Saharan Africa",1993,6559.129994,NA
"591","SierraLeone","Sub-Saharan Africa",1993,178.4905888,0.269
"592","Singapore","East Asia & Pacific",1993,18302.4304,0.751
"593","Slovenia","Europe & Central Asia",1993,NA,0.769
"594","SolomonIslands","East Asia & Pacific",1993,1210.534609,NA
"595","SouthAfrica","Sub-Saharan Africa",1993,3332.735052,0.641
"596","Spain","Europe & Central Asia",1993,13303.67613,0.782
"597","SriLanka","South Asia",1993,576.6592749,0.637
"598","Sudan","Sub-Saharan Africa",1993,316.9027309,0.352
"599","Suriname","Latin America & Caribbean",1993,997.0367941,NA
"600","Sweden","Europe & Central Asia",1993,24080.89967,0.84
"601","Switzerland","Europe & Central Asia",1993,38100.73673,0.841
"602","SyrianArabRepublic","Middle East & North Africa",1993,1009.716411,0.571
"603","Tajikistan","Europe & Central Asia",1993,291.4226261,0.579
"604","Thailand","East Asia & Pacific",1993,2208.345294,0.597
"605","Togo","Sub-Saharan Africa",1993,303.4487827,0.39
"606","Tonga","East Asia & Pacific",1993,1447.972527,0.66
"607","TrinidadandTobago","Latin America & Caribbean",1993,3752.380464,0.675
"608","Tunisia","Middle East & North Africa",1993,1662.963364,0.589
"609","Turkey","Europe & Central Asia",1993,3180.192011,0.597
"610","Turkmenistan","Europe & Central Asia",1993,791.0862896,NA
"611","Uganda","Sub-Saharan Africa",1993,167.0748918,0.312
"612","Ukraine","Europe & Central Asia",1993,1258.136333,0.681
"613","UnitedArabEmirates","Middle East & North Africa",1993,25199.34958,0.748
"614","UnitedKingdom","Europe & Central Asia",1993,18389.01957,0.814
"615","UnitedStates","North America",1993,26464.85251,0.871
"616","Uruguay","Latin America & Caribbean",1993,4720.382272,0.703
"617","Uzbekistan","Europe & Central Asia",1993,596.9835856,NA
"618","Vanuatu","East Asia & Pacific",1993,1176.870452,NA
"619","Zambia","Sub-Saharan Africa",1993,377.5723176,0.409
"620","Zimbabwe","Sub-Saharan Africa",1993,601.8668765,0.476
"621","Albania","Europe & Central Asia",1994,586.4163396,0.619
"622","Algeria","Middle East & North Africa",1994,1499.971505,0.595
"623","Angola","Sub-Saharan Africa",1994,320.657792,NA
"624","AntiguaandBarbuda","Latin America & Caribbean",1994,8218.597716,NA
"625","Argentina","Latin America & Caribbean",1994,7449.48039,0.728
"626","Armenia","Europe & Central Asia",1994,400.5160919,0.599
"627","Australia","East Asia & Pacific",1994,18045.43906,0.875
"628","Austria","Europe & Central Asia",1994,25646.70066,0.813
"629","Azerbaijan","Europe & Central Asia",1994,436.216869,NA
"630","Bahrain","Middle East & North Africa",1994,10130.41307,0.769
"631","Bangladesh","South Asia",1994,290.6524529,0.417
"632","Barbados","Latin America & Caribbean",1994,8148.382411,0.727
"633","Belarus","Europe & Central Asia",1994,1460.059076,NA
"634","Belgium","Europe & Central Asia",1994,24338.1377,0.845
"635","Belize","Latin America & Caribbean",1994,2880.211133,0.661
"636","Benin","Sub-Saharan Africa",1994,279.6665043,0.368
"637","Bhutan","South Asia",1994,524.2981458,NA
"638","BosniaandHerzegovina","Europe & Central Asia",1994,318.0200012,NA
"639","Botswana","Sub-Saharan Africa",1994,2779.113832,0.575
"640","Brazil","Latin America & Caribbean",1994,3494.640541,0.64
"641","BruneiDarussalam","East Asia & Pacific",1994,14117.39214,0.801
"642","Bulgaria","Europe & Central Asia",1994,1148.494399,0.691
"643","BurkinaFaso","Sub-Saharan Africa",1994,193.0702363,NA
"644","Burundi","Sub-Saharan Africa",1994,157.5430015,0.298
"645","Cambodia","East Asia & Pacific",1994,270.6091637,0.38
"646","Cameroon","Sub-Saharan Africa",1994,808.5760946,0.423
"647","Canada","North America",1994,19859.20398,0.859
"648","CentralAfricanRepublic","Sub-Saharan Africa",1994,260.4835711,0.301
"649","Chad","Sub-Saharan Africa",1994,174.2195487,NA
"650","Chile","Latin America & Caribbean",1994,4045.621429,0.718
"651","China","East Asia & Pacific",1994,473.4922787,0.541
"652","Colombia","Latin America & Caribbean",1994,2218.78471,0.619
"653","Comoros","Sub-Saharan Africa",1994,690.4717309,NA
"654","CostaRica","Latin America & Caribbean",1994,3045.406714,0.682
"655","Croatia","Europe & Central Asia",1994,NA,0.68
"656","Cuba","Latin America & Caribbean",1994,2621.824239,0.652
"657","Cyprus","Europe & Central Asia",1994,11617.69278,0.781
"658","Denmark","Europe & Central Asia",1994,29995.56522,0.824
"659","Djibouti","Middle East & North Africa",1994,790.0322652,NA
"660","Dominica","Latin America & Caribbean",1994,3704.141155,NA
"661","DominicanRepublic","Latin America & Caribbean",1994,1891.414848,0.623
"662","Ecuador","Latin America & Caribbean",1994,2028.197734,0.658
"663","ElSalvador","Latin America & Caribbean",1994,1384.934206,0.567
"664","EquatorialGuinea","Sub-Saharan Africa",1994,206.936408,NA
"665","Eritrea","Sub-Saharan Africa",1994,172.3215472,NA
"666","Estonia","Europe & Central Asia",1994,NA,0.716
"667","Ethiopia","Sub-Saharan Africa",1994,124.9830454,NA
"668","Fiji","East Asia & Pacific",1994,2383.915146,0.666
"669","Finland","Europe & Central Asia",1994,20305.58355,0.809
"670","France","Europe & Central Asia",1994,23496.52332,0.818
"671","Gabon","Sub-Saharan Africa",1994,3958.596186,0.63
"672","Georgia","Europe & Central Asia",1994,519.8161871,NA
"673","Germany","Europe & Central Asia",1994,27087.55845,0.829
"674","Ghana","Sub-Saharan Africa",1994,333.4049392,0.47
"675","Greece","Europe & Central Asia",1994,11091.28386,0.766
"676","Grenada","Latin America & Caribbean",1994,3270.578088,NA
"677","Guatemala","Latin America & Caribbean",1994,1276.332727,0.5
"678","Guinea","Sub-Saharan Africa",1994,448.4475642,0.291
"679","Guinea-Bissau","Sub-Saharan Africa",1994,211.5953014,NA
"680","Guyana","Latin America & Caribbean",1994,713.2335202,0.572
"681","Haiti","Latin America & Caribbean",1994,282.4220626,0.417
"682","Honduras","Latin America & Caribbean",1994,836.0515402,0.524
"683","Hungary","Europe & Central Asia",1994,4172.765232,0.733
"684","Iceland","Europe & Central Asia",1994,23662.80668,0.823
"685","India","South Asia",1994,347.3510035,0.452
"686","Indonesia","East Asia & Pacific",1994,912.0724734,0.555
"687","Iraq","Middle East & North Africa",1994,NA,0.561
"688","Ireland","Europe & Central Asia",1994,15921.97527,0.789
"689","Israel","Middle East & North Africa",1994,15985.76329,0.818
"690","Italy","Europe & Central Asia",1994,19273.84417,0.794
"691","Jamaica","Latin America & Caribbean",1994,2156.398413,0.655
"692","Japan","East Asia & Pacific",1994,39268.56687,0.835
"693","Jordan","Middle East & North Africa",1994,1418.973205,0.67
"694","Kazakhstan","Europe & Central Asia",1994,1320.321622,0.667
"695","Kenya","Sub-Saharan Africa",1994,269.2487013,0.457
"696","Kiribati","East Asia & Pacific",1994,715.1671148,NA
"697","Kuwait","Middle East & North Africa",1994,NA,0.721
"698","Latvia","Europe & Central Asia",1994,NA,0.668
"699","Lebanon","Middle East & North Africa",1994,3226.98782,NA
"700","Lesotho","Sub-Saharan Africa",1994,506.9977784,0.495
"701","Liberia","Sub-Saharan Africa",1994,NA,NA
"702","Libya","Middle East & North Africa",1994,5892.462256,0.7
"703","Lithuania","Europe & Central Asia",1994,NA,0.697
"704","Luxembourg","Europe & Central Asia",1994,45481.8922,0.803
"705","Madagascar","Sub-Saharan Africa",1994,227.8369055,NA
"706","Malawi","Sub-Saharan Africa",1994,120.6293244,0.364
"707","Malaysia","East Asia & Pacific",1994,3726.340667,0.675
"708","Maldives","South Asia",1994,1432.516546,NA
"709","Mali","Sub-Saharan Africa",1994,222.5767979,0.256
"710","Malta","Middle East & North Africa",1994,8000.518005,0.756
"711","Mauritania","Sub-Saharan Africa",1994,581.9098343,0.411
"712","Mauritius","Sub-Saharan Africa",1994,3197.331024,0.643
"713","Mexico","Latin America & Caribbean",1994,5715.409999,0.67
"714","Mongolia","East Asia & Pacific",1994,405.9718115,0.55
"715","Montenegro","Europe & Central Asia",1994,NA,NA
"716","Morocco","Middle East & North Africa",1994,1322.8704,0.485
"717","Mozambique","Sub-Saharan Africa",1994,161.7048809,0.221
"718","Myanmar","East Asia & Pacific",1994,NA,0.393
"719","Namibia","Sub-Saharan Africa",1994,2263.4003,0.591
"720","Nepal","South Asia",1994,194.8890676,0.405
"721","Netherlands","Europe & Central Asia",1994,24331.75402,0.864
"722","NewZealand","East Asia & Pacific",1994,15235.95603,0.845
"723","Nicaragua","Latin America & Caribbean",1994,854.5499049,0.514
"724","Niger","Sub-Saharan Africa",1994,170.8094085,0.224
"725","Nigeria","Sub-Saharan Africa",1994,321.1313326,NA
"726","Norway","Europe & Central Asia",1994,29315.84191,0.885
